id,timestamp,stream_type,source_detail,event,duration_ms,correlated_stall_ms,notes
20260517_223307_023,2026-05-17T22:33:07.023958-04:00,spotify,librespot,play_start,,,
20260517_223307_817,2026-05-17T22:33:07.817000-04:00,spotify,librespot,pipe_stall,698,,
20260517_223409_303,2026-05-17T22:34:09.303866-04:00,spotify,librespot,dropout,5281,,
20260517_223500_917,2026-05-17T22:35:00.917341-04:00,spotify,librespot,dropout,22508,,
20260517_223523_872,2026-05-17T22:35:23.872000-04:00,spotify,librespot,pipe_stall,532,,
20260517_230340_849,2026-05-17T23:03:40.849483-04:00,spotify,librespot,dropout,5315,,
20260517_231627_661,2026-05-17T23:16:27.661400-04:00,spotify,librespot,dropout,5413,,
20260517_231721_822,2026-05-17T23:17:21.822000-04:00,spotify,librespot,pipe_stall,48763,,
20260517_231704_626,2026-05-17T23:17:04.626359-04:00,spotify,librespot,dropout,17515,48763,
20260517_232546_076,2026-05-17T23:25:46.076402-04:00,spotify,librespot,dropout,4482,,
20260517_232551_275,2026-05-17T23:25:51.275445-04:00,spotify,librespot,dropout,22724,,
20260518_002556_691,2026-05-18T00:25:56.691943-04:00,spotify,librespot,dropout,5283,,
20260518_002633_602,2026-05-18T00:26:33.602792-04:00,spotify,librespot,play_stop,6806578,,session 6806s
20260518_125557_959,2026-05-18T12:55:57.959744-04:00,spotify,librespot,play_start,,,
20260518_184734_185,2026-05-18T18:47:34.185000-04:00,spotify,librespot,pipe_stall,66092719,,
20260518_190731_773,2026-05-18T19:07:31.773559-04:00,spotify,librespot,play_stop,22293813,,session 22293s
20260518_192904_827,2026-05-18T19:29:04.827369-04:00,spotify,librespot,play_start,,,
20260518_202854_659,2026-05-18T20:28:54.659985-04:00,spotify,librespot,play_stop,3589832,,session 3589s
20260518_214843_567,2026-05-18T21:48:43.567757-04:00,spotify,librespot,play_start,,,
20260518_214905_273,2026-05-18T21:49:05.273476-04:00,spotify,librespot,play_stop,21705,,session 21s
20260518_215419_474,2026-05-18T21:54:19.474857-04:00,spotify,librespot,play_start,,,
20260518_215427_049,2026-05-18T21:54:27.049574-04:00,spotify,librespot,dropout,5264,,
20260518_215504_658,2026-05-18T21:55:04.658000-04:00,spotify,librespot,pipe_stall,32422,,
20260518_215503_934,2026-05-18T21:55:03.934343-04:00,spotify,librespot,dropout,1048,32422,
20260518_220435_259,2026-05-18T22:04:35.259263-04:00,spotify,librespot,dropout,5295,,
20260518_220445_137,2026-05-18T22:04:45.137000-04:00,spotify,librespot,pipe_stall,4669,,
20260518_220921_166,2026-05-18T22:09:21.166869-04:00,spotify,librespot,dropout,15034,,
20260518_221825_841,2026-05-18T22:18:25.841578-04:00,spotify,librespot,dropout,5258,,
20260518_221843_576,2026-05-18T22:18:43.576691-04:00,spotify,librespot,dropout,5235,,
20260518_221920_440,2026-05-18T22:19:20.440594-04:00,spotify,librespot,play_stop,1500965,,session 1500s
20260518_222418_326,2026-05-18T22:24:18.326533-04:00,spotify,librespot,play_start,,,
20260518_223038_326,2026-05-18T22:30:38.326159-04:00,spotify,librespot,play_stop,379999,,session 379s
20260518_223912_936,2026-05-18T22:39:12.936462-04:00,spotify,librespot,play_start,,,
20260518_225128_473,2026-05-18T22:51:28.473000-04:00,spotify,librespot,pipe_stall,23966,,
20260518_230249_991,2026-05-18T23:02:49.991748-04:00,spotify,librespot,play_stop,1417055,,session 1417s
20260518_230422_213,2026-05-18T23:04:22.213316-04:00,spotify,librespot,play_start,,,
20260518_230422_946,2026-05-18T23:04:22.946819-04:00,spotify,librespot,play_stop,733,,session 0s
20260519_120621_394,2026-05-19T12:06:21.394119-04:00,spotify,librespot,play_start,,,
20260519_155627_561,2026-05-19T15:56:27.561497-04:00,spotify,librespot,dropout,6042,,
20260519_155634_956,2026-05-19T15:56:34.956165-04:00,spotify,librespot,play_stop,13813562,,session 13813s
20260519_184625_290,2026-05-19T18:46:25.290305-04:00,spotify,librespot,play_start,,,
20260519_205952_928,2026-05-19T20:59:52.928343-04:00,spotify,librespot,play_stop,8007638,,session 8007s
20260520_005420_979,2026-05-20T00:54:20.979138-04:00,spotify,librespot,play_start,,,
20260520_005421_689,2026-05-20T00:54:21.689501-04:00,spotify,librespot,play_stop,710,,session 0s
20260520_184727_674,2026-05-20T18:47:27.674779-04:00,spotify,librespot,play_start,,,
20260520_192325_366,2026-05-20T19:23:25.366921-04:00,spotify,librespot,play_stop,2157692,,session 2157s
20260521_002133_725,2026-05-21T00:21:33.725578-04:00,spotify,librespot,play_start,,,
20260521_002134_434,2026-05-21T00:21:34.434871-04:00,spotify,librespot,play_stop,709,,session 0s
20260525_192457_763,2026-05-25T19:24:57.763564-04:00,spotify,librespot,play_start,,,
20260525_211520_846,2026-05-25T21:15:20.846198-04:00,spotify,librespot,play_stop,6623082,,session 6623s
20260526_211750_976,2026-05-26T21:17:50.976727-04:00,spotify,librespot,play_start,,,
20260526_211822_606,2026-05-26T21:18:22.606228-04:00,spotify,librespot,play_stop,31629,,session 31s
20260526_212913_590,2026-05-26T21:29:13.590128-04:00,spotify,librespot,play_start,,,
20260526_214516_003,2026-05-26T21:45:16.003170-04:00,spotify,librespot,play_stop,962413,,session 962s
20260527_011451_283,2026-05-27T01:14:51.283102-04:00,spotify,librespot,play_start,,,
20260527_011451_955,2026-05-27T01:14:51.955208-04:00,spotify,librespot,play_stop,672,,session 0s
20260527_192925_166,2026-05-27T19:29:25.166070-04:00,spotify,librespot,play_start,,,
20260527_201114_959,2026-05-27T20:11:14.959358-04:00,spotify,librespot,dropout,7000,,
20260527_201124_215,2026-05-27T20:11:24.215479-04:00,spotify,librespot,play_stop,2519049,,session 2519s
20260527_222537_631,2026-05-27T22:25:37.631900-04:00,spotify,librespot,play_start,,,
20260527_222538_336,2026-05-27T22:25:38.336304-04:00,spotify,librespot,play_stop,704,,session 0s
20260528_195311_584,2026-05-28T19:53:11.584999-04:00,spotify,librespot,play_start,,,
20260528_203239_998,2026-05-28T20:32:39.998463-04:00,spotify,librespot,play_stop,2368413,,session 2368s
20260528_203356_158,2026-05-28T20:33:56.158859-04:00,spotify,librespot,play_start,,,
20260528_203800_362,2026-05-28T20:38:00.362297-04:00,spotify,librespot,play_stop,244203,,session 244s
20260529_002914_989,2026-05-29T00:29:14.989076-04:00,spotify,librespot,play_start,,,
20260529_002915_693,2026-05-29T00:29:15.693017-04:00,spotify,librespot,dropout,9772,,
20260529_002930_696,2026-05-29T00:29:30.696509-04:00,spotify,librespot,play_stop,15707,,session 15s
20260529_011004_383,2026-05-29T01:10:04.383790-04:00,spotify,librespot,play_start,,,
20260529_011005_087,2026-05-29T01:10:05.087325-04:00,spotify,librespot,play_stop,703,,session 0s
20260530_183946_469,2026-05-30T18:39:46.469041-04:00,spotify,librespot,play_start,,,
20260530_200730_358,2026-05-30T20:07:30.358794-04:00,spotify,librespot,play_stop,5263889,,session 5263s
20260530_215714_027,2026-05-30T21:57:14.027991-04:00,spotify,librespot,play_start,,,
20260530_215721_949,2026-05-30T21:57:21.949006-04:00,spotify,librespot,play_stop,7921,,session 7s
20260530_221802_022,2026-05-30T22:18:02.022590-04:00,spotify,librespot,play_start,,,
20260530_222017_451,2026-05-30T22:20:17.451276-04:00,spotify,librespot,dropout,2535,,
20260530_222033_313,2026-05-30T22:20:33.313145-04:00,spotify,librespot,dropout,5280,,
20260530_222110_234,2026-05-30T22:21:10.234338-04:00,spotify,librespot,play_stop,188211,,session 188s
20260530_222555_439,2026-05-30T22:25:55.439001-04:00,spotify,librespot,play_start,,,
20260530_222615_032,2026-05-30T22:26:15.032790-04:00,spotify,librespot,play_stop,19593,,session 19s
20260530_223147_478,2026-05-30T22:31:47.478498-04:00,spotify,librespot,play_start,,,
20260530_223203_783,2026-05-30T22:32:03.783418-04:00,spotify,librespot,play_stop,16304,,session 16s
20260530_223237_694,2026-05-30T22:32:37.694342-04:00,spotify,librespot,play_start,,,
20260530_223248_254,2026-05-30T22:32:48.254827-04:00,spotify,librespot,dropout,5309,,
20260530_223304_456,2026-05-30T22:33:04.456000-04:00,spotify,librespot,pipe_stall,10917,,
20260530_223318_360,2026-05-30T22:33:18.360611-04:00,spotify,librespot,dropout,5426,10917,
20260530_223355_390,2026-05-30T22:33:55.390250-04:00,spotify,librespot,play_stop,77695,,session 77s
20260530_224002_270,2026-05-30T22:40:02.270970-04:00,spotify,librespot,play_start,,,
20260530_224015_736,2026-05-30T22:40:15.736700-04:00,spotify,librespot,play_stop,13465,,session 13s
20260530_224104_043,2026-05-30T22:41:04.043335-04:00,spotify,librespot,play_start,,,
20260530_224158_424,2026-05-30T22:41:58.424411-04:00,spotify,librespot,play_stop,54381,,session 54s
20260530_224458_559,2026-05-30T22:44:58.559180-04:00,spotify,librespot,play_start,,,
20260530_224609_026,2026-05-30T22:46:09.026739-04:00,spotify,librespot,play_stop,70467,,session 70s
20260530_225823_884,2026-05-30T22:58:23.884974-04:00,spotify,librespot,play_start,,,
20260530_225910_130,2026-05-30T22:59:10.130000-04:00,spotify,librespot,pipe_stall,36287,,
20260530_225857_128,2026-05-30T22:58:57.128819-04:00,spotify,librespot,play_stop,33243,,session 33s
20260530_225941_411,2026-05-30T22:59:41.411386-04:00,spotify,librespot,play_start,,,
20260530_230102_040,2026-05-30T23:01:02.040831-04:00,spotify,librespot,dropout,24978,,
20260530_230140_909,2026-05-30T23:01:40.909824-04:00,spotify,librespot,dropout,2504,,
20260530_230152_801,2026-05-30T23:01:52.801956-04:00,spotify,librespot,dropout,5489,,
20260530_230246_681,2026-05-30T23:02:46.681000-04:00,spotify,librespot,pipe_stall,48547,,
20260530_230229_926,2026-05-30T23:02:29.926555-04:00,spotify,librespot,dropout,17061,48547,
20260530_230303_607,2026-05-30T23:03:03.607624-04:00,spotify,librespot,dropout,17455,,
20260530_230328_991,2026-05-30T23:03:28.991724-04:00,spotify,librespot,dropout,3323,,
20260530_230339_697,2026-05-30T23:03:39.697155-04:00,spotify,librespot,dropout,5394,,
20260530_230416_812,2026-05-30T23:04:16.812000-04:00,spotify,librespot,pipe_stall,31735,,
20260530_230416_724,2026-05-30T23:04:16.724522-04:00,spotify,librespot,dropout,653,31735,
20260530_230546_456,2026-05-30T23:05:46.456021-04:00,spotify,librespot,dropout,4556,,
20260530_230743_578,2026-05-30T23:07:43.578547-04:00,spotify,librespot,dropout,5295,,
20260530_230757_713,2026-05-30T23:07:57.713000-04:00,spotify,librespot,pipe_stall,8891,,
20260530_230805_124,2026-05-30T23:08:05.124675-04:00,spotify,librespot,dropout,3954,8891,
20260530_230815_054,2026-05-30T23:08:15.054428-04:00,spotify,librespot,dropout,3612,0,
20260530_230849_777,2026-05-30T23:08:49.777816-04:00,spotify,librespot,dropout,5354,,
20260530_230855_692,2026-05-30T23:08:55.692000-04:00,spotify,librespot,pipe_stall,499,,
20260530_230904_397,2026-05-30T23:09:04.397254-04:00,spotify,librespot,play_stop,562985,,session 562s
20260530_231036_508,2026-05-30T23:10:36.508684-04:00,spotify,librespot,play_start,,,
20260530_231049_236,2026-05-30T23:10:49.236368-04:00,spotify,librespot,play_stop,12727,,session 12s
20260530_231345_237,2026-05-30T23:13:45.237263-04:00,spotify,librespot,play_start,,,
20260530_231400_000,2026-05-30T23:14:00.000472-04:00,spotify,librespot,dropout,6399,,
20260530_231419_749,2026-05-30T23:14:19.749707-04:00,spotify,librespot,play_stop,34512,,session 34s
20260530_231505_594,2026-05-30T23:15:05.594299-04:00,spotify,librespot,play_start,,,
20260530_231514_786,2026-05-30T23:15:14.786865-04:00,spotify,librespot,play_stop,9192,,session 9s
20260530_231947_201,2026-05-30T23:19:47.201867-04:00,spotify,librespot,play_start,,,
20260530_232448_449,2026-05-30T23:24:48.449999-04:00,spotify,librespot,play_stop,301248,,session 301s
20260531_005804_409,2026-05-31T00:58:04.409572-04:00,spotify,librespot,play_start,,,
20260531_005805_118,2026-05-31T00:58:05.118748-04:00,spotify,librespot,dropout,18142,,
20260531_005827_491,2026-05-31T00:58:27.491718-04:00,spotify,librespot,play_stop,23082,,session 23s
20260531_191632_459,2026-05-31T19:16:32.459641-04:00,spotify,librespot,play_start,,,
20260531_211408_766,2026-05-31T21:14:08.766419-04:00,spotify,librespot,dropout,5306,,
20260531_211445_747,2026-05-31T21:14:45.747192-04:00,spotify,librespot,dropout,5430,,
20260531_211522_693,2026-05-31T21:15:22.693994-04:00,spotify,librespot,dropout,5375,,
20260531_211559_711,2026-05-31T21:15:59.711311-04:00,spotify,librespot,dropout,5290,,
20260531_211636_624,2026-05-31T21:16:36.624277-04:00,spotify,librespot,dropout,5232,,
20260531_211713_469,2026-05-31T21:17:13.469994-04:00,spotify,librespot,dropout,5257,,
20260531_211750_334,2026-05-31T21:17:50.334358-04:00,spotify,librespot,dropout,5248,,
20260531_211827_217,2026-05-31T21:18:27.217191-04:00,spotify,librespot,dropout,5243,,
20260531_211904_078,2026-05-31T21:19:04.078547-04:00,spotify,librespot,dropout,5223,,
20260531_211940_918,2026-05-31T21:19:40.918542-04:00,spotify,librespot,dropout,5238,,
20260531_212017_879,2026-05-31T21:20:17.879305-04:00,spotify,librespot,dropout,5238,,
20260531_212054_731,2026-05-31T21:20:54.731120-04:00,spotify,librespot,dropout,5262,,
20260531_212131_719,2026-05-31T21:21:31.719099-04:00,spotify,librespot,dropout,5276,,
20260531_212208_581,2026-05-31T21:22:08.581465-04:00,spotify,librespot,dropout,5342,,
20260531_212245_548,2026-05-31T21:22:45.548473-04:00,spotify,librespot,dropout,5235,,
20260531_212322_411,2026-05-31T21:23:22.411316-04:00,spotify,librespot,dropout,5238,,
20260531_212359_281,2026-05-31T21:23:59.281257-04:00,spotify,librespot,dropout,5235,,
20260531_212436_147,2026-05-31T21:24:36.147786-04:00,spotify,librespot,dropout,5227,,
20260531_212512_985,2026-05-31T21:25:12.985234-04:00,spotify,librespot,dropout,5440,,
20260531_212550_052,2026-05-31T21:25:50.052230-04:00,spotify,librespot,dropout,5259,,
20260531_212626_925,2026-05-31T21:26:26.925435-04:00,spotify,librespot,dropout,5253,,
20260531_212703_785,2026-05-31T21:27:03.785399-04:00,spotify,librespot,dropout,5272,,
20260531_212740_677,2026-05-31T21:27:40.677308-04:00,spotify,librespot,dropout,5237,,
20260531_212817_541,2026-05-31T21:28:17.541776-04:00,spotify,librespot,dropout,5222,,
20260531_212854_385,2026-05-31T21:28:54.385958-04:00,spotify,librespot,dropout,5260,,
20260531_212931_260,2026-05-31T21:29:31.260529-04:00,spotify,librespot,dropout,5262,,
20260531_213008_141,2026-05-31T21:30:08.141067-04:00,spotify,librespot,dropout,5240,,
20260531_213044_987,2026-05-31T21:30:44.987366-04:00,spotify,librespot,dropout,5216,,
20260531_213121_842,2026-05-31T21:31:21.842506-04:00,spotify,librespot,dropout,5260,,
20260531_213158_754,2026-05-31T21:31:58.754840-04:00,spotify,librespot,dropout,5490,,
20260531_213235_871,2026-05-31T21:32:35.871594-04:00,spotify,librespot,dropout,5263,,
20260531_213312_760,2026-05-31T21:33:12.760946-04:00,spotify,librespot,dropout,5235,,
20260531_213349_620,2026-05-31T21:33:49.620021-04:00,spotify,librespot,dropout,5234,,
20260531_213426_483,2026-05-31T21:34:26.483867-04:00,spotify,librespot,dropout,5254,,
20260531_213503_370,2026-05-31T21:35:03.370540-04:00,spotify,librespot,dropout,5365,,
20260531_213540_355,2026-05-31T21:35:40.355666-04:00,spotify,librespot,dropout,5327,,
20260531_213617_295,2026-05-31T21:36:17.295660-04:00,spotify,librespot,play_stop,8384836,,session 8384s
20260601_010629_161,2026-06-01T01:06:29.161225-04:00,spotify,librespot,play_start,,,
20260601_010629_851,2026-06-01T01:06:29.851823-04:00,spotify,librespot,play_stop,690,,session 0s
20260601_192441_462,2026-06-01T19:24:41.462099-04:00,spotify,librespot,play_start,,,
20260601_195730_364,2026-06-01T19:57:30.364991-04:00,spotify,librespot,dropout,4726,,
20260601_195737_396,2026-06-01T19:57:37.396224-04:00,spotify,librespot,play_stop,1975934,,session 1975s
20260601_195833_940,2026-06-01T19:58:33.940662-04:00,spotify,librespot,play_start,,,
20260601_200415_250,2026-06-01T20:04:15.250625-04:00,spotify,librespot,play_stop,341309,,session 341s
20260601_200553_461,2026-06-01T20:05:53.461465-04:00,spotify,librespot,play_start,,,
20260601_202045_188,2026-06-01T20:20:45.188558-04:00,spotify,librespot,dropout,6152,,
20260602_012851_392,2026-06-02T01:28:51.392909-04:00,spotify,librespot,play_start,,,
20260602_012852_101,2026-06-02T01:28:52.101452-04:00,spotify,librespot,play_stop,708,,session 0s
20260603_183227_952,2026-06-03T18:32:27.952553-04:00,spotify,librespot,play_start,,,
20260603_183228_174,2026-06-03T18:32:28.174765-04:00,spotify,librespot,dropout,8153,,
20260603_183237_486,2026-06-03T18:32:37.486413-04:00,spotify,librespot,dropout,5503,,
20260603_183245_205,2026-06-03T18:32:45.205676-04:00,spotify,librespot,dropout,4079,,
20260603_184704_965,2026-06-03T18:47:04.965018-04:00,spotify,librespot,play_stop,877012,,session 877s
20260604_002653_041,2026-06-04T00:26:53.041550-04:00,spotify,librespot,play_start,,,
20260604_002653_721,2026-06-04T00:26:53.721833-04:00,spotify,librespot,play_stop,680,,session 0s
20260604_124603_993,2026-06-04T12:46:03.993157-04:00,spotify,librespot,play_start,,,
20260604_194356_028,2026-06-04T19:43:56.028030-04:00,spotify,librespot,play_stop,25072034,,session 25072s
